Seq2;ee=0.0059;size=154920;	Unsorted_A75
Seq16107;ee=0.014;size=11;	Unsorted_D65
Seq16117;ee=0.016;size=11;	Unsorted_B30
Seq16174;ee=0.017;size=11;	Unsorted_F54
Seq16412;ee=0.021;size=11;	Unsorted_G18
Seq16425;ee=0.017;size=11;	Unsorted_F66
Seq16523;ee=0.011;size=11;	Unsorted_H36
Seq16593;ee=0.016;size=11;	Unsorted_D27
Seq16634;ee=0.011;size=11;	Unsorted_H69
Seq16692;ee=0.018;size=11;	Unsorted_K61
Seq16708;ee=0.0059;size=11;	PD1-Avidin46_A
Seq16821;ee=0.54;size=11;	Unsorted_F49
Seq16989;ee=0.0059;size=11;	PE36_A
Seq17029;ee=0.26;size=11;	Unsorted_P59
Seq17056;ee=0.014;size=11;	Unsorted_O41
Seq17096;ee=0.017;size=11;	Unsorted_I26
Seq17181;ee=0.15;size=10;	Unsorted_J70
Seq17428;ee=0.05;size=10;	Unsorted_M33
Seq17637;ee=0.017;size=10;	Unsorted_J53
Seq17651;ee=0.017;size=10;	Unsorted_E41
Seq17660;ee=0.0062;size=10;	Unsorted_N45
Seq18077;ee=0.014;size=10;	Unsorted_O51
Seq18087;ee=0.0062;size=10;	PD1-Avidin7_N
Seq18235;ee=0.044;size=9;	Unsorted_B12
Seq18306;ee=0.017;size=9;	Unsorted_J17
Seq18305;ee=0.014;size=9;	Unsorted_O24
Seq18317;ee=0.023;size=9;	Unsorted_G24
Seq18391;ee=0.0059;size=9;	Luciferase22_A
Seq18491;ee=0.041;size=9;	Unsorted_B26
Seq18622;ee=0.014;size=9;	Unsorted_O40
Seq18791;ee=0.011;size=9;	Unsorted_H8
Seq19051;ee=0.02;size=9;	Unsorted_G7
Seq19054;ee=0.015;size=9;	Unsorted_D23
Seq19237;ee=0.011;size=9;	Unsorted_H27
Seq19257;ee=0.017;size=9;	Unsorted_J18
Seq19472;ee=0.022;size=8;	Unsorted_C17
Seq19504;ee=0.011;size=8;	Unsorted_H1
Seq19571;ee=0.056;size=8;	Unsorted_B7
Seq19713;ee=0.18;size=8;	Unsorted_K6
Seq19873;ee=0.015;size=8;	Unsorted_O13
Seq19917;ee=0.018;size=8;	Unsorted_I28
Seq19994;ee=0.018;size=8;	Unsorted_K7
Seq20075;ee=0.0059;size=8;	CTLA-Avidin47_A
Seq20113;ee=0.016;size=8;	Unsorted_Q17
Seq20134;ee=0.0059;size=8;	GFP38_A
Seq20310;ee=0.0059;size=8;	GFP20_A
Seq20439;ee=1.9;size=8;	Unsorted_B51
Seq20539;ee=0.0059;size=8;	PD1-Avidin49_A
Seq20588;ee=0.0059;size=8;	PD1-Avidin12_A
Seq20676;ee=0.023;size=8;	Unsorted_G25
Seq20734;ee=0.017;size=8;	Unsorted_B39
Seq20745;ee=0.0059;size=8;	CTLA-Tris-Carb50_A
Seq20817;ee=0.018;size=8;	Unsorted_K33
Seq20824;ee=0.0059;size=8;	GFP47_A
Seq21012;ee=0.014;size=7;	Unsorted_O55
Seq21213;ee=0.43;size=7;	Unsorted_C21
Seq21314;ee=0.016;size=7;	Unsorted_B16
Seq21394;ee=0.012;size=7;	Unsorted_P72
Seq21466;ee=0.016;size=7;	Unsorted_M51
Seq21492;ee=0.0059;size=7;	PD1-Avidin20_A
Seq21518;ee=0.023;size=7;	Unsorted_C44
Seq21636;ee=0.0059;size=7;	CTLA-Avidin24_A
Seq21650;ee=0.0062;size=7;	VEGF21_N
Seq21919;ee=0.0059;size=7;	PD1-Avidin2_A
Seq22027;ee=0.014;size=7;	Unsorted_D53
Seq22060;ee=0.016;size=7;	Unsorted_B35
Seq22342;ee=0.014;size=7;	Unsorted_D59
Seq22436;ee=0.0085;size=7;	Unsorted_M29
Seq22470;ee=0.014;size=7;	Unsorted_O33
Seq22486;ee=0.0085;size=7;	Unsorted_M17
Seq22510;ee=0.014;size=7;	Unsorted_D25
Seq22536;ee=0.018;size=7;	Unsorted_B10
Seq22569;ee=0.011;size=7;	Unsorted_H49
Seq22916;ee=0.016;size=6;	Unsorted_B67
Seq23029;ee=0.054;size=6;	Unsorted_M23
Seq23275;ee=0.0059;size=6;	PE10_A
Seq23398;ee=0.0062;size=6;	Unsorted_N33
Seq23813;ee=0.0059;size=6;	GFP42_A
Seq23979;ee=0.0059;size=6;	PD1-Avidin18_A
Seq24038;ee=0.011;size=6;	Unsorted_H58
Seq24051;ee=0.0088;size=6;	Unsorted_M60
Seq24104;ee=0.015;size=6;	Unsorted_Q64
Seq24661;ee=0.0059;size=6;	PD1-Avidin1_A
Seq24930;ee=0.015;size=5;	Unsorted_Q32
Seq25168;ee=0.02;size=5;	Unsorted_G28
Seq25372;ee=0.02;size=5;	Unsorted_G64
Seq25583;ee=0.0059;size=5;	GFP45_A
Seq25727;ee=0.016;size=5;	VEGF8_E
Seq25772;ee=0.015;size=5;	Unsorted_E40
Seq25786;ee=0.0059;size=5;	PE38_A
Seq26191;ee=0.0085;size=5;	Unsorted_M55
Seq26235;ee=0.02;size=5;	Unsorted_G35
Seq26265;ee=0.017;size=5;	Unsorted_F33
Seq26293;ee=0.012;size=5;	PD1-Avidin44_A
Seq26357;ee=0.0059;size=5;	PE7_A
Seq26705;ee=0.021;size=5;	Unsorted_G29
Seq27072;ee=0.14;size=5;	Unsorted_G50
Seq27069;ee=0.019;size=5;	Unsorted_K54
Seq27144;ee=0.0059;size=5;	PE3_A
Seq27905;ee=0.0059;size=4;	CTLA-Avidin14_A
Seq28153;ee=0.014;size=4;	Unsorted_Q24
Seq28737;ee=0.0059;size=4;	Luciferase50_A
Seq28973;ee=0.014;size=4;	Unsorted_Q39
Seq29411;ee=0.015;size=4;	Unsorted_Q15
Seq29722;ee=0.049;size=4;	Native_K1
Seq29860;ee=0.0059;size=4;	CTLA-Avidin7_A
Seq30049;ee=0.014;size=4;	Unsorted_O9
Seq31460;ee=0.016;size=3;	Unsorted_B58
Seq32211;ee=0.0059;size=3;	PD1-Avidin23_A
Seq32343;ee=0.0059;size=3;	GFP26_A
Seq32466;ee=0.0059;size=3;	GFP4_A
Seq33380;ee=0.021;size=3;	Unsorted_G8
Seq33469;ee=0.082;size=3;	GFP15_A
Seq33488;ee=0.0064;size=3;	PE29_N
Seq33818;ee=0.039;size=3;	PE40_O
Seq34059;ee=0.0084;size=3;	Unsorted_M12
Seq34068;ee=0.0059;size=3;	GFP21_A
Seq34248;ee=0.012;size=3;	Unsorted_P43
Seq34277;ee=0.015;size=3;	Unsorted_E16
Seq34300;ee=0.017;size=3;	Unsorted_K36
Seq34328;ee=0.017;size=3;	Unsorted_J62
Seq34388;ee=0.0059;size=3;	PE49_A
Seq34775;ee=0.012;size=3;	CTLA-Avidin38_A
Seq34901;ee=0.021;size=3;	Unsorted_G61
Seq35315;ee=0.017;size=3;	Unsorted_K39
Seq35778;ee=0.0059;size=3;	GFP16_A
Seq36696;ee=0.0059;size=2;	Luciferase7_A
Seq37410;ee=0.016;size=2;	Unsorted_B48
Seq38084;ee=0.015;size=2;	PE26_O
Seq38949;ee=0.014;size=2;	Unsorted_D32
Seq39297;ee=0.0059;size=2;	GFP35_A
Seq39894;ee=0.19;size=2;	Unsorted_B55
Seq40473;ee=0.0062;size=2;	VEGF42_N
Seq40528;ee=0.0059;size=2;	GFP18_A
Seq40796;ee=0.016;size=2;	Unsorted_B57
Seq41244;ee=0.015;size=2;	Unsorted_Q65
Seq42255;ee=0.0059;size=2;	PD1-Avidin39_A
Seq42886;ee=0.014;size=2;	Unsorted_O17
Seq43219;ee=0.012;size=2;	Unsorted_H9
Seq44711;ee=0.0059;size=2;	PE25_A
Seq44745;ee=0.0062;size=2;	VEGF17_N
Seq45075;ee=0.011;size=2;	Unsorted_H23
Seq45243;ee=0.014;size=2;	Unsorted_O61
Seq45340;ee=0.014;size=2;	Unsorted_O14
Seq45524;ee=0.007;size=2;	Luciferase42_N
Seq46246;ee=0.012;size=2;	Unsorted_P67
Seq46831;ee=0.0062;size=2;	PD1-Avidin42_N
Seq47018;ee=0.016;size=2;	Unsorted_B2
Seq47652;ee=0.0062;size=1;	VEGF1_N
Seq48643;ee=0.0062;size=1;	PD1-Avidin50_N
Seq49727;ee=0.015;size=1;	Unsorted_Q40
Seq51900;ee=0.0062;size=1;	VEGF50_N
Seq52459;ee=0.047;size=1;	PD1-Avidin5_N
Seq52865;ee=0.0059;size=1;	PD1-Avidin35_A
Seq55794;ee=0.02;size=1;	Unsorted_G53
Seq56046;ee=0.017;size=1;	Unsorted_I37
Seq58253;ee=0.016;size=1;	CTLA-Avidin3_N
Seq61689;ee=0.0059;size=1;	PD1-Avidin25_A
Seq73499;ee=0.018;size=1;	Unsorted_K59
Seq74417;ee=0.0062;size=1;	VEGF13_N
Seq74446;ee=0.0059;size=1;	GFP27_A
Seq76473;ee=0.03;size=1;	Unsorted_G62
Seq76509;ee=0.0059;size=1;	CTLA-Avidin2_A
Seq80619;ee=0.014;size=1;	Unsorted_O52
Seq81043;ee=0.016;size=1;	PD1-Avidin27_N
Seq83649;ee=0.0062;size=1;	Luciferase34_N
Seq84621;ee=0.0059;size=1;	PD1-Avidin48_A
Seq86559;ee=0.014;size=1;	Unsorted_D63
Seq87458;ee=0.0062;size=1;	VEGF34_N
Seq89542;ee=0.0062;size=1;	VEGF24_N
Seq90690;ee=0.0059;size=1;	CTLA-Avidin43_A
Seq91220;ee=0.0062;size=1;	Luciferase23_N
Seq92816;ee=0.0062;size=1;	PE4_N
Seq94539;ee=0.11;size=1;	VEGF25_N
Seq97124;ee=0.0059;size=1;	CTLA-Avidin12_A
Seq97480;ee=0.0059;size=1;	CTLA-Avidin6_A
Seq98591;ee=0.014;size=1;	Unsorted_E72
Seq100033;ee=0.0062;size=1;	Luciferase43_N
Seq101151;ee=0.0059;size=1;	GFP40_A
Seq103829;ee=0.011;size=1;	CTLA-Avidin4_H
Seq105473;ee=0.0059;size=1;	PD1-Avidin22_A
Seq106403;ee=0.0062;size=1;	VEGF18_N
Seq108231;ee=0.0062;size=1;	Luciferase25_N
Seq108840;ee=0.0062;size=1;	Luciferase18_N
Seq109817;ee=0.011;size=1;	Unsorted_H3
Seq110304;ee=0.022;size=1;	Unsorted_G39
Seq110355;ee=0.012;size=1;	Unsorted_P11
Seq111033;ee=0.014;size=1;	Unsorted_D40
Seq111393;ee=0.018;size=1;	Unsorted_K66
Seq111474;ee=0.0062;size=1;	CTLA-Avidin9_N
Seq112211;ee=0.0062;size=1;	VEGF16_N
Seq113119;ee=0.0059;size=1;	GFP13_A
Seq114099;ee=0.011;size=1;	Unsorted_H42
Seq114851;ee=0.0098;size=1;	PD1-Avidin28_A
Seq117901;ee=0.0062;size=1;	Luciferase38_N
Seq119957;ee=0.0062;size=1;	VEGF48_N
Seq122094;ee=0.021;size=1;	Unsorted_G3
Seq122093;ee=0.014;size=1;	Unsorted_O74
Seq122292;ee=0.0059;size=1;	GFP30_A
Seq122605;ee=0.0091;size=1;	Unsorted_M28
Seq124179;ee=0.0059;size=1;	GFP1_A
Seq124419;ee=0.0062;size=1;	PE23_N
Seq126891;ee=0.0059;size=1;	Luciferase24_A
Seq128248;ee=0.017;size=1;	Unsorted_O72
Seq131757;ee=0.0059;size=1;	CTLA-Avidin5_A
Seq136012;ee=0.0062;size=1;	Luciferase2_N
