Seq2;ee=0.0059;size=137135;	Unsorted_A6
Seq21580;ee=0.014;size=5;	Unsorted_D47
Seq21605;ee=0.016;size=5;	Unsorted_B7
Seq21691;ee=0.017;size=5;	Unsorted_F55
Seq21712;ee=0.017;size=5;	Unsorted_F34
Seq21763;ee=0.0088;size=5;	Unsorted_M8
Seq21904;ee=0.015;size=4;	Unsorted_O53
Seq21918;ee=0.02;size=4;	Unsorted_G32
Seq22286;ee=0.021;size=4;	Unsorted_G8
Seq22396;ee=0.012;size=4;	Unsorted_P44
Seq22640;ee=0.018;size=4;	Native_K1
Seq22666;ee=0.0059;size=4;	PD1-Avidin4_A
Seq22699;ee=0.016;size=4;	Unsorted_B57
Seq22795;ee=0.018;size=4;	Unsorted_K59
Seq23063;ee=0.021;size=4;	Unsorted_G7
Seq23301;ee=0.013;size=4;	Unsorted_L59
Seq23470;ee=0.014;size=4;	Unsorted_D65
Seq23693;ee=0.0084;size=4;	Unsorted_M22
Seq23728;ee=0.018;size=4;	Unsorted_I4
Seq23726;ee=0.009;size=4;	PD1-Avidin20_A
Seq23941;ee=0.011;size=4;	Unsorted_P55
Seq24095;ee=0.0066;size=4;	CTLA-Avidin35_A
Seq24359;ee=0.016;size=4;	Unsorted_B58
Seq24644;ee=0.016;size=4;	Unsorted_B41
Seq24652;ee=0.0059;size=4;	PD1-Avidin2_A
Seq24715;ee=0.019;size=4;	Unsorted_F52
Seq24761;ee=0.011;size=4;	Unsorted_H23
Seq24779;ee=0.018;size=4;	Unsorted_K31
Seq24778;ee=0.019;size=4;	Unsorted_J62
Seq24772;ee=0.018;size=4;	Unsorted_K20
Seq24886;ee=0.014;size=3;	Unsorted_D4
Seq24928;ee=0.0062;size=3;	PD1-Avidin7_N
Seq25026;ee=0.011;size=3;	Unsorted_H8
Seq25147;ee=0.0062;size=3;	VEGF13_N
Seq25320;ee=0.014;size=3;	Unsorted_D73
Seq25471;ee=0.038;size=3;	Unsorted_H69
Seq25740;ee=0.014;size=3;	Unsorted_E16
Seq25838;ee=0.012;size=3;	Unsorted_P43
Seq25935;ee=0.018;size=3;	Unsorted_K13
Seq26428;ee=0.014;size=3;	Unsorted_D29
Seq26543;ee=0.017;size=3;	Unsorted_I28
Seq27025;ee=0.01;size=3;	CTLA-Avidin50_A
Seq27362;ee=0.019;size=3;	Unsorted_I21
Seq27583;ee=0.02;size=3;	Unsorted_G37
Seq27946;ee=0.022;size=3;	Unsorted_C57
Seq28025;ee=0.018;size=3;	Unsorted_K3
Seq28322;ee=0.014;size=3;	Unsorted_D66
Seq28410;ee=0.012;size=3;	PE9_N
Seq28470;ee=0.017;size=3;	Unsorted_F6
Seq29100;ee=0.017;size=3;	Unsorted_F39
Seq29341;ee=0.017;size=2;	Unsorted_K7
Seq29693;ee=0.0059;size=2;	PD1-Avidin46_A
Seq30756;ee=0.0059;size=2;	CTLA-Avidin12_A
Seq32354;ee=0.02;size=2;	Unsorted_G39
Seq32679;ee=0.0062;size=2;	Luciferase43_N
Seq32744;ee=0.0085;size=2;	Unsorted_M37
Seq33143;ee=0.02;size=2;	Unsorted_G28
Seq33589;ee=0.0086;size=2;	Unsorted_M49
Seq34114;ee=0.042;size=2;	Unsorted_B28
Seq34236;ee=0.018;size=2;	Unsorted_B23
Seq34260;ee=0.016;size=2;	Unsorted_B55
Seq34683;ee=0.012;size=2;	PE7_A
Seq34726;ee=0.0085;size=2;	Unsorted_M42
Seq35363;ee=0.0062;size=2;	VEGF39_N
Seq36112;ee=0.011;size=2;	Unsorted_H58
Seq37070;ee=0.012;size=2;	Unsorted_P16
Seq38309;ee=0.017;size=2;	Unsorted_I25
Seq38354;ee=0.052;size=2;	Unsorted_K71
Seq38396;ee=0.0059;size=2;	CTLA-Avidin24_A
Seq38418;ee=0.014;size=2;	Unsorted_D35
Seq43229;ee=0.016;size=1;	Unsorted_B67
Seq45409;ee=0.0059;size=1;	GFP17_A
Seq45762;ee=0.014;size=1;	PE40_O
Seq46677;ee=0.0059;size=1;	GFP45_A
Seq48629;ee=0.009;size=1;	Unsorted_M19
Seq49891;ee=0.0062;size=1;	Unsorted_N20
Seq52048;ee=0.023;size=1;	Unsorted_G12
Seq54154;ee=0.018;size=1;	Unsorted_K4
Seq54762;ee=0.0059;size=1;	PD1-Avidin18_A
Seq54986;ee=0.0062;size=1;	VEGF15_N
Seq57043;ee=0.0059;size=1;	GFP23_A
Seq58867;ee=0.072;size=1;	PD1-Avidin44_A
Seq59410;ee=0.012;size=1;	Unsorted_P63
Seq62082;ee=0.0059;size=1;	GFP37_A
Seq65641;ee=0.0059;size=1;	PD1-Avidin12_A
Seq66509;ee=0.0059;size=1;	PD1-Avidin39_A
Seq66964;ee=0.018;size=1;	Unsorted_K54
Seq73127;ee=0.0084;size=1;	Unsorted_M60
Seq79133;ee=0.0059;size=1;	CTLA-Avidin43_A
Seq79475;ee=0.015;size=1;	PE48_O
Seq85046;ee=0.043;size=1;	Unsorted_K65
Seq85178;ee=0.02;size=1;	Unsorted_G65
Seq85299;ee=0.021;size=1;	CTLA-Avidin29_N
Seq86470;ee=0.011;size=1;	Luciferase5_N
Seq86972;ee=0.0059;size=1;	GFP9_A
Seq87143;ee=0.0059;size=1;	GFP33_A
Seq88359;ee=0.0059;size=1;	CTLA-Avidin38_A
Seq89185;ee=0.0059;size=1;	GFP40_A
Seq92362;ee=0.017;size=1;	Unsorted_F66
Seq94148;ee=0.059;size=1;	PE45_O
Seq98788;ee=0.0088;size=1;	Unsorted_M40
Seq99393;ee=0.03;size=1;	PE22_N
Seq99781;ee=0.018;size=1;	Unsorted_K18
Seq111212;ee=0.018;size=1;	Unsorted_K61
Seq111906;ee=0.0059;size=1;	CTLA-Tris-Carb50_A
Seq112891;ee=0.017;size=1;	PE3_A
Seq116526;ee=0.018;size=1;	Unsorted_K2
Seq118904;ee=0.014;size=1;	Unsorted_D8
